chunk_text,filename,source_url,document_type,opmp_number,revision,procedure_title,imp_number
". Since the drawing already implicitly approves different class selection , no engineering signature and/or CO is required to perform the Job Order to go from one class to the other from same existing part number . 9.5 Phase 5 – Work in Progress This section serves to monitor job order progression until Production Order closure . If a Production Order is still open after three months , it must be reported to the responsible OPM Planner to take necessary actions that will ensure closure . 10.0 Document Retention Rev . 5.1 Page : 7 of 7 As of January 2013 , final approved JOR form is filed electronically in Sharepoint and paper copy is filed with completed Manufacturing Operations tag for 40 years by RO-Coordinator . Prior 2013 , approved paper copies of the JOR forms have been sent to the vault to be retained for 40 years . Rev . 5.1 Page : 8 of 7 Appendix A : Job Order Release Authorization Form P & WC 5333",OPMP_4_14_Processing_Job_Order_Release_WEB.txt,https://collaboration.pwc.ca/team/D1248OPM/Documents/00IntranetDocsAllUsers/04_Hardware/OPMP_4_14_Processing_Job_Order_Release_WEB.pdf,OPMP,4.14,5.1,,
"3.0 Scope and Purpose The scope of this work instruction is to define the roles and responsibilities as related to the application of Job Orders at the OEM . 5.0 General During the course of an engine ( or IPPS ) program , it may be necessary to support activities at the OEM by reworking hardware on-site . This procedure details the steps involved in applying Job orders at the OEM . 6.0 Responsibilities Where the following interactions may involve the use of technical data it is your responsibility to ensure export control requirements related to creating , receiving , handling , and handing off , per documents specified in section 3.0 , are respected . 6.1 Operations Program Management - Call Return Engine / IPPS Meeting ( IPT ) - Create BMC , if required - For IPPS , create return IPPS coordination memo For purchased parts : - Create and obtain approval for job order - Issue job order 6.1 Manufacturing Process Planning For parts manufactured internally : - Create and obtain approval for job order - Issue job order 6.2 Engine Centre Process Planning - Create return engine coordination memo . 6.3 Engine Centre or Supplier Representative - Complete work at OEM - Apply production final stamp - Request FIR ( required if reworked configuration has not been received in production before ) 6.4 Master Scheduling - Load return engine in SAP - Load affected hardware in SAP 6.5 Engine Centre Quality - RTS hardware - Close job order - Deliver reworked part to FPS - Maintain SAP and provide release documentation - FPS engine 6.6 Field Service Representative - Update Log Book 6.7 Configuration Management - Issue FIR ( required if reworked configuration has not been received in production before ) 7.0 Process – Hardware on Engine at OEM that can not be removed 7.1 Load Engine and BMC - OPM calls return engine meeting ( IPT ) - Engine Centre Process Planning creates and issues a return engine coordination memo , outlining the COs to be incorporated - Master Scheduling loads affected engine as a return engine in SAP - DPM CI Analyst creates BMC - Master Scheduling process BMC ( this loads the new hardware for the applicable return engine into SAP ) 7.2 Create Job Order - OPM to obtain rework procedure from Supplier or Manufacturing Process Planning - Submit Supplier or Manufacturing Process Planning rework procedure to engineering for approval ( if required ) - If hardware is a purchased part , OPM creates job order - If hardware is manufactured in-house , manufacturing process planning creates job order - Material handling creates an Inspection Lot in SAP - Engine Centre Quality electronically RTS the affected hardware - If hardware is a purchased part , OPM issues job order - If hardware is manufactured in-house , manufacturing process planning issues job order 7.3 Execute Job Order In the event technical information is sent to the supplier this information needs to be export control classified , and the validity of the recipients export control classification",OPMP_4_15_Application_JOR_at_OEM_WEB.txt,https://collaboration.pwc.ca/team/D1248OPM/Documents/00IntranetDocsAllUsers/04_Hardware/OPMP_4_15_Application_JOR_at_OEM_WEB.pdf,OPMP,4.15,Initial,Application of Job Order at the OEM,
"Centre Quality electronically RTS the affected hardware - If hardware is a purchased part , OPM issues job order - If hardware is manufactured in-house , manufacturing process planning issues job order 7.3 Execute Job Order In the event technical information is sent to the supplier this information needs to be export control classified , and the validity of the recipients export control classification needs to be validated prior to sending the information . Any hardware to be shipped in support of the activity shall be done through SAP to ensure the proper export control safeguards are in place . Engine Centre Representative at the OEM performs upgrade of hardware per issued job order Engine Centre Representative at OEM requests FIR ( required if reworked configuration has not been received in production before ) Engine Centre Representative shows completed job order to FSR FSR witnesses upgrade and updates Engine Log Book 7.4 Close Job Order and FPS Engine Engine Centre Quality closes job order and electronically delivers part to FPS Material Handling electronically allocates hardware to engine Engine Centre Quality updates SAP serialized components lists ( if required ) Engine Centre Quality distributes release documentation Engine Centre Quality FPS ’ engine 8.0 Process – EBU that can be removed from IPPS 8.1 Request For Action ( RFA ) P & WC Quality Rep or delegate ( FSR at OEM ) raises RFA ( reference OEUP ) ( see Appendix A ) OPM coordinates virtual return of hardware with Purchased Parts Inspection team OPM creates a Return Material Number in SAP ( reference transaction VA01 – see Appendix A ) OEM Crib virtually returns/transfers the parts into FPS ( 1A ) 8.2 Create Job Order IPT works with supplier to define and agree on rework procedure OPM obtains approved rework procedure ( see Appendix B for sample supplier retrofit instructions ) OPM creates job order ( ref . form P & WC 5333 ) and submits to required approvals ( i.e . Quality , Materials , etc . ) Inspection Planning sets up job order process summary in SAP ( see Appendix C ) . This is required to be able to process the job order tasks ( Manufacturing Quality Tag – Revision Order is generated – see Appendix D ) OPM issues job order Purchase part inspection group creates a production order ( PO Batch No. ) . This automatically generates an inspection lot number . This is required to be able to pull/issue parts from FPS to perform the job order . Once the pick/pull is done , the job order is activated . Stores personnel actions job order and virtually pull parts from FPS against job order ( Transaction 261 – see Appendix E ) 8.3 Execute Job Order Supplier representative or delegate executes job order instructions at OEM P & WC Quality Rep or delegate witness work performed by supplier Supplier representative or delegate re-identifies part per job order and applies final stamp to part P & WC Quality Rep or delegate signs off acceptance of reworked part (",OPMP_4_15_Application_JOR_at_OEM_WEB.txt,https://collaboration.pwc.ca/team/D1248OPM/Documents/00IntranetDocsAllUsers/04_Hardware/OPMP_4_15_Application_JOR_at_OEM_WEB.pdf,OPMP,4.15,Initial,Application of Job Order at the OEM,
order ( Transaction 261 – see Appendix E ) 8.3 Execute Job Order Supplier representative or delegate executes job order instructions at OEM P & WC Quality Rep or delegate witness work performed by supplier Supplier representative or delegate re-identifies part per job order and applies final stamp to part P & WC Quality Rep or delegate signs off acceptance of reworked part ( stamps of each task on job order ) P & WC Quality Rep or delegate requests FIR ( required if reworked configuration has not been received in production before ) 8.4 Close Job Order & Return Part to FPS P & WC Quality Representative or delegate completes job order paper work and returns original to OPM representative ( see Appendix F ) . OPM coordinates with OEM crib & FPS to virtually return reworked part to 1AA . P & WC Inspection closes inspection lot . Procurement Rep. virtually pulls and allocates part . P & WC Quality Rep. or delegate updates IPPS logbook . Appendix A : Request for Action ( RFA ) Appendix B : Sheet Sample Rework Instruction Appendix C : Inspection Planning in SAP Appendix D : Manufacturing Quality Tag – Revision Order Appendix E : Hardware Virtual Pull Appendix F : Signed & Stamped Job Order,OPMP_4_15_Application_JOR_at_OEM_WEB.txt,https://collaboration.pwc.ca/team/D1248OPM/Documents/00IntranetDocsAllUsers/04_Hardware/OPMP_4_15_Application_JOR_at_OEM_WEB.pdf,OPMP,4.15,Initial,Application of Job Order at the OEM,
"3.0 Scope and Purpose The scope of this procedure is to describe the processes used in Operations Program Management to determine what values to use for custom clearance purposes when a new or repaired part is shipped to an OEM . The departments that provide the information used to determine the values are the Marketing and Spares Pricing . 5.0 Definitions Commercial List Price : Price provided for commercial sales to operators and overhaul/ FBO facilities . Also referred to as Spares List Price . 7.0 Operations Program Management Role in Providing the Customs Value The OPM Planner is responsible for managing shipment of hardware to an OEM . Below are the different scenarios encountered when preparing parts for shipment to an OEM : Scenario 1 : An Engine is shipped short of hardware . When OPM ships the missing hardware , Spares List Price is used for customs clearance as P & WC ships a new part . Scenario 2 : For Retrofits/ Upgrades/ OEUPs/ Ship Shorts , due to CO/ EC production incorporation , new parts are shipped , therefore Spares List Price is used for customs clearance . Scenario 3 : RFA raised due to events that occurred at the OEM . a ) Damaged part is returned to P & WC ’ s OEM crib for investigation/ repair . On the RMA , Spares List Price is used for customs clearance . b ) Replacement part to be sent : If the OEM/ Customer is liable for the damage , Marketing gets involved as the customer is liable and must pay for the replacement part . In that case , if a new part is sent , Spares List Price is used . However , if Marketing has an agreement to charge a discounted amount , then two values are declared for custom purposes . The first is the Spares List Price and the second is Marketing ’ s invoice price . Marketing has an agreement with the customer according to SAP ’ s “ ship to/ sold to ” codes to determine the invoice price . c ) Replacement part to be sent : If it ’ s the OEM/ Customer ’ s liability , the part is repairable and the customer accepts to get the repaired part , then two values are declared . The first is Marketing ’ s invoice amount for customer ’ s tax purposes and the second is Spares List Price for customs purposes . d ) Replacement part to be sent : If P & WC is liable for the damage , a new part will be sent . The value declared for customs purposes is Spare List Price . Note 1 : If Spares List Price is available in SAP , this value is shown on the custom ’ s invoice . Only when the value is missing in SAP , the Spares Pricing Group is contacted to provide the value which will be shown on the custom ’ s invoice . Note 2 : All inputs and outputs related",OPMP_4_16_Customs_Value_for_Repaired_Part_Shipment_WEB.txt,https://collaboration.pwc.ca/team/D1248OPM/Documents/00IntranetDocsAllUsers/04_Hardware/OPMP_4_16_Customs_Value_for_Repaired_Part_Shipment_WEB.pdf,OPMP,4.16,Initial,Shipment to OEM,
"List Price . Note 1 : If Spares List Price is available in SAP , this value is shown on the custom ’ s invoice . Only when the value is missing in SAP , the Spares Pricing Group is contacted to provide the value which will be shown on the custom ’ s invoice . Note 2 : All inputs and outputs related to customs values must be saved on an electronic repository for future reference ( e.g. , audit ) .",OPMP_4_16_Customs_Value_for_Repaired_Part_Shipment_WEB.txt,https://collaboration.pwc.ca/team/D1248OPM/Documents/00IntranetDocsAllUsers/04_Hardware/OPMP_4_16_Customs_Value_for_Repaired_Part_Shipment_WEB.pdf,OPMP,4.16,Initial,Shipment to OEM,
"3.0 Scope This procedure covers the roles and responsibilities of OPM in the process of approving OEM returned parts . The document limits itself to identify the interaction with other departments . This is not a work instruction for other departments . 4.0 Purpose The purpose of this OPMP is to ensure that the OEM returned parts are classified … 7.0 Pre-approved OEMs List OPM Manager is responsible to update the list of pre-approved OEMs upon Marketing Contracts General Terms & Agreement ( GTA ) flow down . Any contract changes or introduction of new OEM affecting the List of Pre-approved OEM 's , must be reflected in the published list in the OPM Intranet . Rev . 1.0 Page : 4 of 4 OEM Returned Parts Approval Process In the event that a new OEM contract stipulates that use of OEM parts must prior be approved by OEM or Customer representative , for use on production engines , OPM will request a store freeze while conducting a review of the “ Unrestricted ” inventory to be transferred to “ Restricted ” . OPM will inform Logistics Center A.I . Inspection , Engine Centre Logistics of the changes . Same process would apply for reverse scenario i.e . Unapproved to Approved OEM 's . Then the affected “ Restricted ” material would have to be re-identified as “ Unrestricted ” and added to the inventory of Unrestricted OEM Parts . 8.0 Maintenance of Restricted Build Specifications ( BS ) List OPM is responsible for ensuring that the list of restricted Build Specifications and their associated OEMs is kept up-to-date on the OPM intranet . This list is used by the Logistics Authorized Inspectors to determine if the associated OEM is pre-approved or not .",OPMP_4_7_OEM_Returned_Parts_Approval_WEB.txt,https://collaboration.pwc.ca/team/D1248OPM/Documents/00IntranetDocsAllUsers/04_Hardware/OPMP_4_7_OEM_Returned_Parts_Approval_WEB.pdf,OPMP,4.7,1.0,,
"WARNING AVERTISSEMENT This document contains data classified as shown below : Ce document contient de l'information classifiée selon la codification : Data not-technical Yes 2 . ECCN : No 4 . USML ( ITAR ) : No Donnée non-technique 1 . Canadian ECL : No 3 . P-ECCN * : No 5 . P-USML * : No * Data is not subject to the jurisdiction of the Department of Commerce of the United States or Department of State of the United States but would become subject if exposed to any US involvement . * Les données ne sont pas sujettes à la juridiction du Département du Commerce des États-Unis ou du Département d ’ État des États-Unis mais pourrait l ` être si elles sont exposées à une quelconque implication américaine . Revision Date Nature of changes 1 2017-08-22 00:00:00 Added text under task 28 for NPI Committed Aging report . 2 2020-05-20 00:00:00 Added steps for EMO Split 3 2025-03-13 00:00:00 Review of IT tools used and addition of Mandatory Revision Letter Process Operations Program Management Work Instructions OPMWI : 4.10.1 Development Hardware Management Revision : 3.0 Date : 2025-03-13 KPI Inventory value under OPM STOA ( Risk HW ) Do we motitor the KPI ? Description : Engine Model : OPE / OPA : NOTE : Planner must charge to the relevant Engineering network , except for Risk Order Hardware ( OPM Network ) . Any activities related to experimental hardware i.e . EMOs , follow-up , shortage meetings , etc . are charged to Engineering . # Responsible General Activiies Between Passport 2 and Passport 3 Reference / Links PMT Program launched and customer information available incl . prodn . volume , End customer , First engine run , Engine Certification . PMT Identify which family / model is the most similar to the new centerline . NOTE : The Product Cost Group produces the CBN . Check with them to find out which family / model was used . PMT Define and execute hardware planning strategies ( assign Design Jobs priorities in Engrg. , SLA vs hard tools , SFI packages to negotiate , raw mat ' l vs machined from solid , new technologies ) . OPE/OPA will provide feedback to the OPM Planner when necessary . Devpmt . / Proj . Engrg . / OPM Provide Level 2 plan and load DNA with CBOM/EBOM provided by CM . Note : SAP feeds Hardware Planning ( HDWP ) database which in turn feeds DNA with dates , quantities and status ( stock , inspection , PO dates and action required ) Design Launch of detailed design identifying P/N 's being modified from the current EBOM ( Build Spec ) list . Engineering Material Order ( EMO ) Management 1 OPE / OPA / OPM Planner Using the reference model CBOM / EBOM /TDBD from Configuration Management group , as selected by PMT , identify key components , based on longest lead time , complexity , etc , . Identify parts that are : Pullable ( pick to",OPMWI_4_10_1_Devpmt_HW_Mgmt_WEB.txt,,General,,,,
"current EBOM ( Build Spec ) list . Engineering Material Order ( EMO ) Management 1 OPE / OPA / OPM Planner Using the reference model CBOM / EBOM /TDBD from Configuration Management group , as selected by PMT , identify key components , based on longest lead time , complexity , etc , . Identify parts that are : Pullable ( pick to the engine ) USM / VSM Manufacturing `` make from '' ( MD drawings ) Engineering `` make from '' ( USM , Castings , forgings , rings , bushings , standart parts , sleeves , spacers , etc ... ) 2 OPM Planner In collaboration with Development / Project Engineer / Manufacturer ( Campus , Poland ) , define Development or Production RM dimensions . For Raw Material above the line such as bar stock , sheet metal , forged rings , etc .... Material master is created by Cyient in plant 0102 as required the OPM Planner or Development or Project Engineer raises EMO 's with the dimensions agreed on for USM raw matl . For castings and forgings , and other input materials ( insert , bushings , sleeves , spacers , etc ) the Project or Development Engineer will raise the EMO . Engineering will order the tooling ( `` Must tooling '' ) and raise the NRE charges Note 1 : When raw matl / details are common to prodn . def'n , this can be ordered with UB Order from Plant 0001 . Note 2 : In some instances , even though the raw matl . is VSM , the first batch must be provided by P & WC hence Planner must order it . Note 3 : DNA tool is used to track USM details ( i.e . raw materials , castings and forgings etc . ) https : //dna.pwc.ca/ 3 OPM Planner Engineering has the responsibility to ensure the EMO ( parts , tooling and NRE ) are fully approved . Once fully approved OPM Planner assigns in SAP to appropriate Supply Management based on the agreed sourcing . OPM Planner follows up and follows through with Supply Management until the PO is placed for Parts , NRE and Tooling . OPM Planner ensures on a regular basis either during shortage meetings or via email that the SAP promise date is accurate at all times and if there are problems encountered by the selected source . 4 OPM Planner Follow up on aging Preqs & P.O . placement via report sent by Cyient For models under your control , look at outstanding Preqs. , ( prioritize the more than 100 days ) - If Preqs are awaiting approvals , contact originator to confirm validity of Preq . ; - If Preq is approved and is with Procurement , contact Buyer for P.O . placement or cancellation ; - If PReq is still valid , agree on new `` Required Date '' with Originator ; - If PReq is determined to be no longer required , delete PReq accordingly . Bus",OPMWI_4_10_1_Devpmt_HW_Mgmt_WEB.txt,,General,,,,
"awaiting approvals , contact originator to confirm validity of Preq . ; - If Preq is approved and is with Procurement , contact Buyer for P.O . placement or cancellation ; - If PReq is still valid , agree on new `` Required Date '' with Originator ; - If PReq is determined to be no longer required , delete PReq accordingly . Bus . Rule : Whenever a Preq . is pushed out or cancelled , a text note MUST BE ADDED for clarity in the Misc . tab . / Text i.e.Copy email of confirmation from originator and sign note with name , badge and date . NPI_Committed_Aging_Reports - All Documents Amendment to Existing EMO 5 OPM Planner If you need to split or amend an approved EMO , and in order to comply to the Financial Controls , split EMO or amendments are only allowed in the following situations : 1 . When Mandatory Revision Letter is required ; 2 . When there is a change of a 3M part number to a Cifer part number ; 3 . When needing to modify part numbers containing different classes or dash numbers 4 . When ordering serialized parts that are substantiated i.e . UB Order ; 5 . Procurement requirements , such as a request from the Account Specialist / Buyer to change or revise the quantities and dates based on supplier feedback ; 6 . Engineering requirements such as a design change leading to a new part number ; 7 . Finance requirements for budget control ; 8 . For Development Kit conversion used to transfer common parts from Production to Development using several UB Orders ; 9 . To change a Vendor P/N or Equipment Spec . into a 3M P/N ; 10 . PO supplement due to quote reviews ; 11 . Software payment reviews to align to development milestones ; 12 . Adding new requirements such as adding or removing hardware quantities , or extra charges for tooling or NRE to an existing EMO . One of these situation must be selected in ZEMM when a Split EMO or amendments is needed and a text note MUST be added also . EMO_Processing_Cookbook One of these situation must be selected in ZEMM when a Split EMO or amendments is needed and a text note MUST be added also . Note : All amended P Reqs must be justified in the comment section of ZEMM / PReq To see examples , please refer to Cookbook Split EMO Amendment Example Split_EMO_Amendments_Examples Drawing publication , and Sourcing 6 OPM Planner Follow up on drawings , job tickets , Preq 's , PO 's , Devpmt . Insp'n , available parts in stock . Ensure Preqs are conveterted into PO and promised dating are in line with the development Engine Validation Plan ( EVP ) https : //dna.pwc.ca/ 7 OPM Planner / OPE / OPA Remind NPI Buyers ( when applicable ) to update their promised dating . Remind Devpmt . Engineers to show latest configurations and required dates for hardware",OPMWI_4_10_1_Devpmt_HW_Mgmt_WEB.txt,,General,,,,
"Insp'n , available parts in stock . Ensure Preqs are conveterted into PO and promised dating are in line with the development Engine Validation Plan ( EVP ) https : //dna.pwc.ca/ 7 OPM Planner / OPE / OPA Remind NPI Buyers ( when applicable ) to update their promised dating . Remind Devpmt . Engineers to show latest configurations and required dates for hardware in DNA Note : Add standard note in meeting invitation to remind NPI Buyers / OPE / OPA / Devpmt . Engineers to update info . https : //dna.pwc.ca/ 8 OPM Planner In Development phase , Planner should : 1- Hold shortage meetings to establish strategy on issues and actions to be taken . The frequency is determined by team . 2 - Enter actions are clearly written into DNA comment section . Bus . Rule : Representatives required PE / DE . Development Lead to determine which engine file to discuss according to EVP 9 OPM Planner Maintain DNA with the latest input from shortage meeting https : //dna.pwc.ca/ 10 Shortage IPT Team During shortage Development meetings , review & Analyse shortage report and request appropriate actions : 0 or N = Tracking off 1 or S = Material in store 2 or I = Assign Devpmt . Inspection Priority / Issue at inspection 3 or O = Parts on Order - follow-up with past due dates 4 or P = Engineering action required i.e . dwg . Req 'd or EMO to be raised , etc . A = Material Allocated on TP File or Engine Note : When required , OPA/ OPE/ Planner will escalate to Supply Chain , to achieve delivery dates . If necessary , involve Engineering to adjust requirements to achieve target dates . In the situation where the procurement process is started too late following delays in drawings ' release , it is the responsibility of Engineering to initiate actions that will expedite deliveries . The OPM organization provides support whenever possible to define and execute recovery plans with Canadian Manufacturing sites and Supply Chain NPI teams . Eamples : paying expedite fees , considering alternate manufacturing methods ( MED , SLA Casting etc ) , creating cifers to waive requirements / allow material substitution , etc . 11 Between Shortage Meetings , planners ensures : 1 . PO placement ; 2 . No dates in the past ; 3 . Resolution of Problem on Dock with Supply Management ( Receiving problems ) ; 3 . Establish inspection priorities for parts received ; 4 . Ensure eQN / QN with QR are given a priority ; 5 . Ensure to communicate with Supply Management about the actions in ZQPP ( CofC , Documentation accuracy ) ; 6 . Attend Inspection priority meetings ( 2 - 3 times a week ) to ensure resolution of issues ; 7 . Communicate when needed with Development Engineering lead on pacer part status . 12 OPM Planner Use the Hardware Planning ( HDWP ) to validate the allocation of the parts on various Engine or",OPMWI_4_10_1_Devpmt_HW_Mgmt_WEB.txt,,General,,,,
"in ZQPP ( CofC , Documentation accuracy ) ; 6 . Attend Inspection priority meetings ( 2 - 3 times a week ) to ensure resolution of issues ; 7 . Communicate when needed with Development Engineering lead on pacer part status . 12 OPM Planner Use the Hardware Planning ( HDWP ) to validate the allocation of the parts on various Engine or TP files ( Store , inspection , PO and P-Req ) http : //wefp.pwc.ca/forms/frmservlet ? config=jpi & form=hdwp000.fmx & userid= @ prodipd & otherparams=useSDI=yes & lookAndFeel=generic & colorScheme=blue 13 OPM Planner When made available , use the POWER BI plateform for Development shortage reports to have the overall view of the status of the required parts availability per engine and TP files Note : Now only available for Elevate programs . Please request it for your Programs if needed . https : //ssreports.pwc.ca/reports/powerbi/Engineering/Elevate % 20Program % 20MGMT/Elevate/Hardware % 20Matrix ? rs : Command=Render & rs : embed=true 14 OPM Planner / OPE / OPA Monitor the drawing release ( Email Notification ) Note : ensure that DPM had the list of the OPE/OPA and planners associated with each modules / Programs or Subscribe in PLM 15 CYIENT / OPE / OPA Upon receipt of Engineering Drawing Notification ( Adv . Release ) CYIENT raises Job Ticket with form PWC12622 based on quantity and delivery date agreed upon by OPE / OPA for Production and with Project Engineering for the Development needs . https : //platform.application.prd.supplyon.com/logon/logonServlet 16 OPM Planner Follow up on Job Ticket until Source is awarded . A weekly meeting with Supply Management may be needed on NPI Programs due to the high amount of drawings to be sourced / awarded in a short period of time . This meeting has the objective of reviewing the Sourcing strategies and RFQ progress on a weekly basis to ensure we award in timely manner . Record the status in DNA OPM Notes to reflect that Job Ticket is raised until the Source has been awarded . Mandatory Revision Letter 17 OPM Planner When a revision is required on a given part during Advance Release process , a task route for the Request for Revision Letter for Advance Released part is send via email to OPM Planner . Questions to be answered as per cookbook . On open PO , contact procurement by email to confirm if the changes could be incorporated to the order in WIP . OPE / OPA responsbile for the part can be copied on the email . Then copy paste the reply from the buyer to PLM as per the cookbook . Request for Revision Letter for Advanced Released Part Cookbook 18 OPM Planner Once notification that revision letter of the new Rev . Letter of new PN is issued coordinate with Supply Management to synchronize the update of the PReq and PO : 1 . Supply Management should cancel the PO line item of the existing PO ( Same PO number , only the line item changes in order to keep the revision history",OPMWI_4_10_1_Devpmt_HW_Mgmt_WEB.txt,,General,,,,
"18 OPM Planner Once notification that revision letter of the new Rev . Letter of new PN is issued coordinate with Supply Management to synchronize the update of the PReq and PO : 1 . Supply Management should cancel the PO line item of the existing PO ( Same PO number , only the line item changes in order to keep the revision history ) ; 2 . OPM Planner can now update PReq with the new revision letter or the new PN ; 3 . The PReq line item of the previous revision letter will be replaced by a new line item ( EMO approval should remain if cost is the same , or if Fx changes PO can go back to approval cycle ) ; 4 . Reassign PReq new line item to the same Supply Management group ; 5 . Notify by email Supply Management of the new revision letter updated PReq or the new PN released ; 4 . OPM Planner needs to confirm that the Buyer has updated PO to the latest revision letter or new part number . IMPORTANTE NOTE : Add a comment in SAP/SEMM for history of change for future reference . eQN ( RFA ) , QN Management 19 OPM Planner When supply Management , OPE / OPA or supplier advises of a deviation on a part : 1 . Ensure to validate the eQN in CITS if eQN is correctly declared ( Development or Production , top assembly PN , PO etc ) 2 . Transfer eQN number in QN TRACKER ( PE , OPE/OPA , MA , Engine serial number , etc ) ; 3 . If the eQN is assigned to QR , add it to XRM for priority and action to QR for QN creation ; 4 . Monitor QN progress as it can go back to MA or Supplier ; 5 . QN Tracker will provide the progress status and in which bucket/organization it is assigned ; 6 . Once QN is back with QR , assign a priority in xRM to ensure closure . Note : on some programs a QN coordinator can be assigned to ensure QN progression with Engineering https : //cits.pwc.ca/ 20 OPM Planner Follow up and support with the stakeholders to ensure that the QN is brought to closure . Development Inspection Management 21 OPM Planner Upon receipt of Development Hardware work with OPM Focal Planner to establish priorities at Devpmt . Inspection and drive for issue resolution with responsible person . Note : An Inspection Priority review meeting scheduled by OPM FOcal Planner , occurs 2-3 times a week with NPI Planners that have hardware at inspection to review and solve pending issues . https : //collaboration.pwc.ca/team/D1248OPM/Documents/00IntranetDocsAllUsers/04_Hardware/ZQ917_Inspection_Report_WEB.xlsm 22 OPM Planner Development Inspection Report ZQ917_Inspection_ Report file is kept up to date with the latest status . Please check the file regularly when you have parts at inspection and look for comments in column Y to help in issue resolution . 23 Production inspection priority management All activities MUST be handle with the",OPMWI_4_10_1_Devpmt_HW_Mgmt_WEB.txt,,General,,,,
"review and solve pending issues . https : //collaboration.pwc.ca/team/D1248OPM/Documents/00IntranetDocsAllUsers/04_Hardware/ZQ917_Inspection_Report_WEB.xlsm 22 OPM Planner Development Inspection Report ZQ917_Inspection_ Report file is kept up to date with the latest status . Please check the file regularly when you have parts at inspection and look for comments in column Y to help in issue resolution . 23 Production inspection priority management All activities MUST be handle with the IMF Team leader of the program . Priorities ( Inspection , RFA , QN , patch test , etc . ) set via xRM Transition from Development to Production Transition from Development to Production occurs progressively as we approach Passport 3 and transition to Change Order phase ( CBOM to EBOM ) . New Production intent tools are used by the OPM Transition Planner such as OPM-DNA . 24 OPM Planner Load the latest published TDBD to the OPM-DNA MODEL DEFINITION Identify the pick parts ( Level 2 ) and the Engineering Make from ( Details , forgings , castings // Level 3+ ) If necessary , create Split-Sin for above the line RM ( Bar Stock , SM , Forgings , etc. ) . Material identified into the drawing specifications . https : //dna.pwc.ca/ Refer to the tutorials https : //dna.pwc.ca/modeldefinition/flowchart ? model=PT9A-11 & modelVersion=1 & tdbd=221052 & bsName=BS1413-DEV & bsRev=3 25 OPE / OPA Gather information from IPT for affected P/N 's and nature of the changes 26 OPE / OPA / OPM Planner Review changes , understand LT involved for material , tooling reqmts. , sourcing plan and LT offset between finished parts and RM ( Castings , forgings , bushings , phantom parts and other details ) . Collect the information into Microsoft Excel file called `` BOM Under Construction '' 27 OPM Planner Maintain BOM_Under_Construction and OPM-DNA with the latest CBOM/TDBD published including relevant information https : //dna.pwc.ca/ 28 OPM Planner Ensure to document the special comments provided by the OPE/OPA such as USM/VSM , upcoming CO , risk on the LT , supplier capacity , etc .. Those special comments will help to assess the hardware availability and establish drawing release dates to meet the Level 1 Plan . Note : Comments should be added in OPM-DNA Example of `` BOM Under Construction for Jasper '' https : //collaboration.pwc.ca/team/D1248OPM/Documents/VIP % 20Space/ELEVATE % 20EIP/Jasper_PW220_BOM_UNDER_CONSTRUCTION.xlsm 29 OPM Planner Maintain OPM-DNA with the latest input from Production shortage meeting https : //dna.pwc.ca/ 30 Shortage IPT Team During Production shortage meetings , review & Analyse shortage report and request appropriate actions : N = Tracking off S = Material in store I = Assign Inspection Priority / Issue at inspection O = Parts on Order - follow-up with past due dates P = Engineering action required i.e . dwg . Job ticket to be raised , pending sourcing decision etc . A = Material Allocated to the Engine build Note : When required , OPA/ OPE/ Planner will escalate to Supply Management any delays that could impact engine build , to achieve delivery dates . In the situation where the procurement process is started too late",OPMWI_4_10_1_Devpmt_HW_Mgmt_WEB.txt,,General,,,,
